node_id,community,age,gender,profile_pic,activity,reaction,post per day,group vs personal post
1464,WBJDF,25.0,2.0,2.0,1.0,1.0,4.0,0.89
1467,WBJDF,45.0,2.0,2.0,1.0,1.0,6.0,0.82
1470,WBJDF,44.0,2.0,2.0,3.0,1.0,6.0,0.88
1480,WBJDF,37.0,1.0,1.0,1.0,2.0,4.0,0.87
1481,WBJDF,22.0,1.0,1.0,3.0,1.0,4.0,0.82
1483,WBJDF,58.0,2.0,2.0,2.0,1.0,4.0,0.84
1488,WBJDF,55.0,2.0,1.0,2.0,1.0,4.0,0.89
1490,WBJDF,20.0,1.0,2.0,1.0,2.0,5.0,0.75
1492,WBJDF,46.0,2.0,1.0,1.0,1.0,7.0,0.86
1493,WBJDF,22.0,2.0,2.0,3.0,1.0,5.0,0.87
1499,WBJDF,24.0,1.0,1.0,1.0,2.0,6.0,0.71
1509,WBJDF,30.0,2.0,1.0,1.0,2.0,7.0,0.77
1510,WBJDF,54.0,2.0,2.0,3.0,2.0,5.0,0.8
1524,WBJDF,43.0,2.0,1.0,3.0,2.0,7.0,0.85
1525,WBJDF,21.0,1.0,2.0,2.0,1.0,4.0,0.79
1526,WBJDF,52.0,1.0,2.0,3.0,1.0,5.0,0.8
1527,WBJDF,54.0,2.0,1.0,3.0,2.0,5.0,0.7
1532,WBJDF,56.0,2.0,1.0,3.0,2.0,4.0,0.73
1540,WBJDF,51.0,1.0,1.0,2.0,2.0,7.0,0.77
1542,WBJDF,21.0,1.0,1.0,3.0,2.0,4.0,0.79
1543,WBJDF,25.0,1.0,2.0,3.0,2.0,4.0,0.89
1548,WBJDF,34.0,1.0,1.0,1.0,2.0,5.0,0.76
1555,WBJDF,18.0,2.0,2.0,3.0,2.0,4.0,0.85
1556,WBJDF,50.0,1.0,2.0,2.0,1.0,4.0,0.7
1559,WBJDF,26.0,2.0,2.0,2.0,1.0,4.0,0.81
1561,WBJDF,28.0,1.0,2.0,1.0,2.0,7.0,0.86
1565,WBJDF,20.0,2.0,1.0,2.0,1.0,4.0,0.77
1569,WBJDF,51.0,2.0,1.0,3.0,2.0,7.0,0.75
1572,WBJDF,56.0,1.0,2.0,2.0,1.0,5.0,0.75
1575,WBJDF,25.0,2.0,2.0,1.0,1.0,4.0,0.8
1579,WBJDF,46.0,1.0,2.0,1.0,2.0,5.0,0.82
1582,WBJDF,32.0,1.0,2.0,2.0,2.0,6.0,0.89
1587,WBJDF,39.0,2.0,2.0,1.0,2.0,6.0,0.76
1590,WBJDF,41.0,1.0,2.0,2.0,1.0,7.0,0.83
1592,WBJDF,53.0,2.0,2.0,3.0,2.0,6.0,0.73
1593,WBJDF,31.0,1.0,1.0,3.0,2.0,7.0,0.78
1597,WBJDF,53.0,2.0,1.0,3.0,1.0,5.0,0.74
1598,WBJDF,57.0,2.0,1.0,2.0,2.0,4.0,0.85
1601,WBJDF,37.0,2.0,2.0,2.0,2.0,6.0,0.78
1602,WBJDF,41.0,2.0,2.0,3.0,1.0,7.0,0.84
1604,WBJDF,55.0,1.0,1.0,1.0,2.0,6.0,0.81
1612,WBJDF,47.0,1.0,1.0,2.0,1.0,4.0,0.78
1616,WBJDF,47.0,1.0,2.0,2.0,2.0,6.0,0.84
1621,WBJDF,56.0,2.0,1.0,3.0,2.0,6.0,0.74
1624,WBJDF,53.0,1.0,1.0,1.0,2.0,5.0,0.87
1627,WBJDF,22.0,2.0,2.0,1.0,1.0,7.0,0.86
1632,WBJDF,32.0,1.0,2.0,1.0,1.0,6.0,0.77
1635,WBJDF,24.0,1.0,1.0,1.0,2.0,4.0,0.81
1643,WBJDF,54.0,2.0,1.0,2.0,1.0,7.0,0.86
1646,WBJDF,22.0,1.0,1.0,2.0,2.0,6.0,0.86
1651,WBJDF,54.0,2.0,2.0,3.0,2.0,5.0,0.87
1653,WBJDF,27.0,1.0,1.0,1.0,2.0,6.0,0.87
1656,WBJDF,29.0,2.0,1.0,2.0,2.0,7.0,0.86
1661,WBJDF,56.0,2.0,1.0,3.0,2.0,5.0,0.84
1664,WBJDF,29.0,2.0,1.0,1.0,2.0,5.0,0.74
1668,WBJDF,36.0,2.0,1.0,3.0,2.0,4.0,0.9
1669,WBJDF,48.0,2.0,1.0,1.0,2.0,6.0,0.72
1670,WBJDF,42.0,1.0,2.0,3.0,2.0,4.0,0.75
1676,WBJDF,45.0,1.0,2.0,3.0,1.0,4.0,0.77
1682,WBJDF,18.0,2.0,2.0,3.0,1.0,4.0,0.7
1684,WBJDF,39.0,1.0,2.0,1.0,2.0,4.0,0.75
1689,WBJDF,20.0,1.0,1.0,3.0,2.0,7.0,0.89
1691,WBJDF,38.0,2.0,2.0,3.0,1.0,6.0,0.76
1692,WBJDF,44.0,1.0,1.0,3.0,2.0,7.0,0.83
1695,WBJDF,52.0,2.0,2.0,1.0,2.0,7.0,0.87
1705,WBJDF,29.0,2.0,2.0,1.0,1.0,6.0,0.72
1707,WBJDF,41.0,2.0,2.0,1.0,2.0,6.0,0.84
1708,WBJDF,33.0,1.0,1.0,1.0,1.0,5.0,0.84
1714,WBJDF,42.0,2.0,2.0,2.0,2.0,7.0,0.88
1716,WBJDF,58.0,1.0,1.0,2.0,1.0,4.0,0.72
1723,WBJDF,45.0,1.0,1.0,2.0,1.0,4.0,0.83
1727,WBJDF,40.0,1.0,1.0,3.0,1.0,5.0,0.82
1732,WBJDF,57.0,2.0,1.0,3.0,2.0,5.0,0.84
1734,WBJDF,36.0,2.0,2.0,2.0,1.0,7.0,0.81
1741,WBJDF,30.0,2.0,1.0,2.0,2.0,5.0,0.89
1752,WBJDF,56.0,2.0,2.0,1.0,1.0,7.0,0.88
1759,WBJDF,45.0,2.0,1.0,3.0,2.0,6.0,0.78
1763,WBJDF,26.0,1.0,1.0,3.0,1.0,4.0,0.78
1765,WBJDF,26.0,2.0,1.0,2.0,2.0,5.0,0.74
1784,WBJDF,51.0,2.0,2.0,1.0,1.0,4.0,0.88
1790,WBJDF,41.0,2.0,2.0,2.0,1.0,4.0,0.76
1791,WBJDF,37.0,1.0,2.0,2.0,2.0,7.0,0.9
1794,WBJDF,51.0,2.0,2.0,1.0,2.0,4.0,0.7
1796,WBJDF,31.0,2.0,2.0,2.0,2.0,5.0,0.9
1798,WBJDF,32.0,1.0,1.0,2.0,2.0,7.0,0.76
1801,WBJDF,27.0,2.0,2.0,2.0,1.0,6.0,0.75
1806,WBJDF,20.0,2.0,1.0,3.0,2.0,6.0,0.71
1809,WBJDF,31.0,2.0,2.0,2.0,1.0,7.0,0.86
1815,WBJDF,53.0,1.0,2.0,3.0,1.0,5.0,0.79
1822,WBJDF,24.0,2.0,2.0,3.0,1.0,6.0,0.82
1828,WBJDF,26.0,1.0,1.0,3.0,2.0,6.0,0.78
1829,WBJDF,37.0,1.0,1.0,1.0,1.0,4.0,0.87
1834,WBJDF,25.0,2.0,1.0,3.0,2.0,5.0,0.82
1840,WBJDF,28.0,2.0,1.0,2.0,1.0,6.0,0.86
1841,WBJDF,20.0,1.0,2.0,2.0,1.0,6.0,0.77
1844,WBJDF,37.0,2.0,2.0,2.0,1.0,6.0,0.86
1850,WBJDF,44.0,1.0,2.0,1.0,1.0,5.0,0.72
1859,WBJDF,50.0,2.0,2.0,1.0,1.0,7.0,0.89
1860,WBJDF,24.0,1.0,2.0,2.0,2.0,5.0,0.71
1866,WBJDF,54.0,2.0,1.0,2.0,1.0,5.0,0.82
1871,WBJDF,45.0,1.0,1.0,2.0,2.0,6.0,0.75
1872,WBJDF,19.0,2.0,1.0,1.0,1.0,6.0,0.76
1873,WBJDF,29.0,2.0,1.0,1.0,1.0,6.0,0.8
1874,WBJDF,55.0,1.0,2.0,1.0,1.0,6.0,0.71
1881,WBJDF,28.0,2.0,1.0,3.0,1.0,7.0,0.77
1882,WBJDF,47.0,1.0,2.0,2.0,1.0,7.0,0.75
1885,WBJDF,48.0,2.0,2.0,2.0,1.0,7.0,0.86
1887,WBJDF,52.0,1.0,2.0,2.0,2.0,6.0,0.87
1893,WBJDF,31.0,2.0,1.0,2.0,2.0,4.0,0.81
1899,WBJDF,25.0,1.0,2.0,2.0,1.0,5.0,0.83
1902,WBJDF,29.0,1.0,2.0,1.0,1.0,5.0,0.79
1903,WBJDF,49.0,2.0,2.0,2.0,1.0,7.0,0.73
1906,WBJDF,49.0,2.0,1.0,2.0,2.0,6.0,0.87
1907,WBJDF,45.0,1.0,2.0,1.0,1.0,4.0,0.78
1909,WBJDF,37.0,2.0,2.0,2.0,1.0,6.0,0.78
1910,WBJDF,37.0,2.0,1.0,1.0,1.0,7.0,0.89
1916,WBJDF,22.0,2.0,2.0,2.0,2.0,7.0,0.9
1920,WBJDF,26.0,2.0,1.0,2.0,2.0,8.0,0.56
1923,WBJDF,51.0,1.0,0.0,3.0,2.0,13.0,0.47
1925,WBJDF,29.0,1.0,0.0,3.0,2.0,10.0,0.5
1928,WBJDF,31.0,1.0,1.0,3.0,2.0,14.0,0.49
1930,WBJDF,50.0,2.0,1.0,3.0,2.0,12.0,0.48
1936,WBJDF,33.0,1.0,0.0,2.0,2.0,9.0,0.43
1939,WBJDF,30.0,2.0,0.0,3.0,2.0,11.0,0.59
1940,WBJDF,32.0,2.0,1.0,3.0,2.0,9.0,0.58
1948,WBJDF,33.0,2.0,0.0,3.0,2.0,13.0,0.47
1950,WBJDF,49.0,1.0,0.0,3.0,2.0,12.0,0.54
1951,WBJDF,47.0,1.0,0.0,3.0,2.0,12.0,0.44
1953,WBJDF,39.0,2.0,1.0,3.0,2.0,13.0,0.49
1955,WBJDF,50.0,1.0,1.0,3.0,2.0,9.0,0.48
1962,WBJDF,30.0,1.0,1.0,3.0,2.0,13.0,0.59
1965,WBJDF,44.0,2.0,1.0,3.0,2.0,10.0,0.53
1967,WBJDF,52.0,2.0,1.0,2.0,2.0,12.0,0.52
1977,WBJDF,28.0,2.0,0.0,3.0,2.0,9.0,0.49
1980,WBJDF,32.0,2.0,0.0,2.0,2.0,13.0,0.49
1985,WBJDF,36.0,1.0,0.0,2.0,2.0,14.0,0.5
1997,WBJDF,49.0,2.0,0.0,2.0,2.0,13.0,0.41
1999,WBJDF,27.0,2.0,1.0,3.0,2.0,11.0,0.54
2008,WBJDF,51.0,2.0,1.0,3.0,2.0,14.0,0.44
2010,WBJDF,42.0,1.0,1.0,2.0,2.0,13.0,0.44
2013,WBJDF,29.0,2.0,1.0,3.0,2.0,9.0,0.49
2019,WBJDF,50.0,2.0,0.0,3.0,2.0,10.0,0.43
2023,WBJDF,36.0,2.0,0.0,2.0,2.0,9.0,0.49
2025,WBJDF,42.0,1.0,1.0,2.0,2.0,14.0,0.41
2030,WBJDF,29.0,2.0,1.0,3.0,2.0,10.0,0.41
2040,WBJDF,35.0,2.0,1.0,2.0,2.0,14.0,0.49
2043,WBJDF,53.0,1.0,1.0,2.0,2.0,8.0,0.44
2044,WBJDF,32.0,1.0,1.0,2.0,2.0,12.0,0.54
2045,WBJDF,29.0,2.0,1.0,3.0,2.0,13.0,0.6
2051,WBJDF,38.0,1.0,1.0,3.0,2.0,8.0,0.57
2055,WBJDF,33.0,2.0,1.0,3.0,2.0,14.0,0.45
2058,WBJDF,52.0,2.0,0.0,2.0,2.0,12.0,0.48
2060,WBJDF,27.0,2.0,0.0,2.0,2.0,10.0,0.48
2066,WBJDF,28.0,2.0,0.0,2.0,2.0,10.0,0.45
2074,WBJDF,35.0,2.0,1.0,2.0,2.0,13.0,0.57
2087,WBJDF,44.0,2.0,0.0,3.0,2.0,14.0,0.42
2089,WBJDF,33.0,2.0,0.0,2.0,2.0,14.0,0.44
2090,WBJDF,51.0,2.0,0.0,2.0,2.0,8.0,0.48
2092,WBJDF,28.0,1.0,1.0,3.0,2.0,12.0,0.48
2095,WBJDF,41.0,1.0,0.0,3.0,2.0,10.0,0.59
2104,WBJDF,43.0,2.0,1.0,3.0,2.0,12.0,0.57
2109,WBJDF,53.0,2.0,0.0,2.0,2.0,10.0,0.52
2113,WBJDF,46.0,1.0,0.0,3.0,2.0,9.0,0.6
2118,WBJDF,31.0,2.0,1.0,2.0,2.0,8.0,0.58
2122,WBJDF,31.0,1.0,1.0,2.0,2.0,10.0,0.47
2129,WBJDF,36.0,1.0,0.0,3.0,2.0,10.0,0.49
2131,WBJDF,28.0,1.0,0.0,2.0,2.0,14.0,0.56
2134,WBJDF,26.0,1.0,1.0,3.0,2.0,10.0,0.56
2135,WBJDF,31.0,2.0,1.0,3.0,2.0,8.0,0.54
2136,WBJDF,35.0,2.0,0.0,3.0,2.0,11.0,0.42
2149,WBJDF,30.0,2.0,0.0,2.0,2.0,12.0,0.45
2150,WBJDF,32.0,2.0,1.0,2.0,2.0,9.0,0.54
2152,WBJDF,28.0,1.0,0.0,2.0,2.0,9.0,0.46
2159,WBJDF,39.0,1.0,0.0,2.0,2.0,14.0,0.52
2166,WBJDF,32.0,1.0,0.0,2.0,2.0,9.0,0.59
2181,WBJDF,32.0,1.0,0.0,2.0,2.0,8.0,0.56
2208,WBJDF,25.0,1.0,0.0,2.0,2.0,10.0,0.46
2214,WBJDF,34.0,2.0,1.0,2.0,2.0,10.0,0.52
2223,WBJDF,32.0,2.0,0.0,2.0,2.0,9.0,0.46
2238,WBJDF,52.0,1.0,1.0,2.0,2.0,14.0,0.57
2246,WBJDF,44.0,2.0,0.0,3.0,2.0,8.0,0.6
2247,WBJDF,30.0,1.0,0.0,3.0,2.0,9.0,0.55
2252,WBJDF,31.0,1.0,1.0,2.0,2.0,8.0,0.59
2254,WBJDF,35.0,1.0,0.0,3.0,2.0,8.0,0.49
2255,WBJDF,48.0,1.0,1.0,3.0,2.0,12.0,0.57
2261,WBJDF,50.0,2.0,0.0,3.0,2.0,8.0,0.46
2263,WBJDF,38.0,1.0,1.0,2.0,2.0,13.0,0.46
2267,WBJDF,38.0,2.0,1.0,2.0,2.0,14.0,0.48
2270,WBJDF,30.0,2.0,1.0,2.0,2.0,14.0,0.58
2275,WBJDF,34.0,1.0,1.0,2.0,2.0,13.0,0.44
2278,WBJDF,38.0,2.0,0.0,2.0,2.0,8.0,0.55
2282,WBJDF,37.0,2.0,1.0,2.0,2.0,12.0,0.56
2286,WBJDF,46.0,1.0,1.0,2.0,2.0,10.0,0.41
2290,WBJDF,40.0,2.0,0.0,3.0,2.0,13.0,0.51
2296,WBJDF,42.0,2.0,0.0,2.0,2.0,10.0,0.5
2299,WBJDF,41.0,1.0,0.0,3.0,2.0,13.0,0.54
2307,WBJDF,46.0,2.0,1.0,2.0,2.0,10.0,0.45
2309,WBJDF,26.0,2.0,1.0,2.0,2.0,13.0,0.5
2315,WBJDF,54.0,2.0,1.0,2.0,2.0,9.0,0.57
2317,WBJDF,42.0,1.0,0.0,3.0,2.0,11.0,0.58
2320,WBJDF,46.0,1.0,0.0,3.0,2.0,8.0,0.55
2329,WBJDF,50.0,2.0,0.0,3.0,2.0,10.0,0.5
2332,WBJDF,35.0,1.0,0.0,3.0,2.0,13.0,0.54
2335,WBJDF,38.0,1.0,1.0,3.0,2.0,10.0,0.54
2338,WBJDF,50.0,1.0,0.0,3.0,2.0,13.0,0.51
2340,WBJDF,51.0,1.0,1.0,2.0,2.0,8.0,0.45
2342,WBJDF,42.0,1.0,0.0,3.0,2.0,13.0,0.46
2343,WBJDF,46.0,1.0,0.0,2.0,2.0,10.0,0.48
2344,WBJDF,49.0,1.0,1.0,2.0,2.0,10.0,0.6
2351,WBJDF,29.0,1.0,0.0,3.0,2.0,12.0,0.54
2352,WBJDF,48.0,1.0,1.0,2.0,2.0,13.0,0.54
2357,WBJDF,50.0,1.0,1.0,2.0,2.0,9.0,0.44
2374,WBJDF,37.0,2.0,0.0,3.0,2.0,10.0,0.59
2378,WBJDF,44.0,1.0,1.0,2.0,2.0,8.0,0.42
2379,WBJDF,46.0,2.0,0.0,2.0,2.0,14.0,0.59
2380,WBJDF,31.0,2.0,0.0,3.0,2.0,11.0,0.58
2381,WBJDF,32.0,2.0,1.0,3.0,2.0,13.0,0.52
2385,WBJDF,59.0,1.0,2.0,1.0,1.0,6.0,0.83
2386,WBJDF,50.0,1.0,1.0,1.0,2.0,5.0,0.82
2389,WBJDF,37.0,1.0,1.0,3.0,2.0,5.0,0.79
2392,WBJDF,19.0,1.0,1.0,2.0,1.0,4.0,0.72
2393,WBJDF,23.0,2.0,2.0,1.0,2.0,5.0,0.88
2395,WBJDF,47.0,2.0,2.0,2.0,2.0,4.0,0.76
2398,WBJDF,45.0,1.0,1.0,3.0,2.0,7.0,0.82
2399,WBJDF,22.0,2.0,1.0,3.0,1.0,5.0,0.76
2403,WBJDF,23.0,2.0,2.0,1.0,1.0,6.0,0.82
2406,WBJDF,40.0,1.0,2.0,2.0,1.0,6.0,0.74
2407,WBJDF,31.0,2.0,1.0,2.0,2.0,4.0,0.73
2408,WBJDF,21.0,1.0,1.0,2.0,1.0,4.0,0.75
2412,WBJDF,38.0,2.0,2.0,1.0,2.0,5.0,0.74
2417,WBJDF,31.0,1.0,2.0,3.0,2.0,7.0,0.83
2429,WBJDF,32.0,2.0,2.0,3.0,2.0,5.0,0.75
2431,WBJDF,59.0,1.0,2.0,1.0,2.0,7.0,0.88
2433,WBJDF,35.0,2.0,1.0,2.0,1.0,7.0,0.83
2435,WBJDF,48.0,1.0,1.0,2.0,1.0,7.0,0.76
2437,WBJDF,53.0,2.0,1.0,2.0,2.0,4.0,0.75
2439,WBJDF,18.0,1.0,2.0,2.0,1.0,7.0,0.7
2443,WBJDF,40.0,1.0,2.0,1.0,2.0,5.0,0.83
2445,WBJDF,54.0,1.0,2.0,3.0,1.0,7.0,0.74
2449,WBJDF,50.0,1.0,2.0,1.0,1.0,5.0,0.74
2452,WBJDF,41.0,1.0,2.0,2.0,2.0,6.0,0.73
2455,WBJDF,59.0,1.0,2.0,1.0,1.0,7.0,0.88
2467,WBJDF,21.0,1.0,1.0,3.0,2.0,4.0,0.72
2468,WBJDF,20.0,1.0,2.0,1.0,2.0,5.0,0.81
2469,WBJDF,26.0,2.0,2.0,1.0,2.0,4.0,0.86
2470,WBJDF,50.0,1.0,2.0,3.0,2.0,6.0,0.86
2471,WBJDF,20.0,1.0,1.0,1.0,2.0,4.0,0.88
2482,WBJDF,37.0,1.0,2.0,1.0,1.0,4.0,0.88
2486,WBJDF,51.0,1.0,2.0,3.0,2.0,7.0,0.78
2488,WBJDF,37.0,2.0,2.0,3.0,2.0,6.0,0.85
2492,WBJDF,47.0,1.0,1.0,1.0,1.0,7.0,0.78
2497,WBJDF,24.0,1.0,2.0,3.0,1.0,5.0,0.71
2500,WBJDF,37.0,2.0,1.0,3.0,2.0,7.0,0.86
2505,WBJDF,22.0,1.0,1.0,1.0,2.0,7.0,0.85
2507,WBJDF,47.0,1.0,1.0,3.0,1.0,4.0,0.73
2508,WBJDF,49.0,1.0,1.0,3.0,2.0,7.0,0.86
2515,WBJDF,22.0,1.0,2.0,1.0,1.0,4.0,0.75
2517,WBJDF,51.0,1.0,2.0,3.0,1.0,4.0,0.73
2524,WBJDF,44.0,2.0,2.0,2.0,1.0,7.0,0.73
2527,WBJDF,30.0,2.0,2.0,2.0,1.0,6.0,0.7
2540,WBJDF,20.0,1.0,1.0,3.0,1.0,4.0,0.85
2545,WBJDF,48.0,1.0,1.0,2.0,1.0,6.0,0.72
2548,WBJDF,45.0,2.0,1.0,1.0,1.0,7.0,0.88
2551,WBJDF,44.0,1.0,2.0,2.0,1.0,6.0,0.9
2555,WBJDF,38.0,2.0,1.0,3.0,1.0,7.0,0.71
2557,WBJDF,28.0,2.0,1.0,3.0,1.0,6.0,0.79
2558,WBJDF,49.0,1.0,1.0,1.0,1.0,7.0,0.72
2571,WBJDF,49.0,2.0,2.0,1.0,1.0,6.0,0.75
2575,WBJDF,21.0,2.0,1.0,3.0,1.0,5.0,0.83
2578,WBJDF,47.0,1.0,1.0,2.0,2.0,4.0,0.88
2586,WBJDF,24.0,2.0,1.0,1.0,2.0,6.0,0.75
2587,WBJDF,45.0,1.0,1.0,1.0,1.0,5.0,0.75
2590,WBJDF,51.0,1.0,1.0,1.0,1.0,5.0,0.73
2592,WBJDF,19.0,2.0,1.0,2.0,1.0,5.0,0.86
2606,WBJDF,18.0,2.0,2.0,2.0,1.0,4.0,0.85
2609,WBJDF,34.0,2.0,2.0,2.0,1.0,5.0,0.78
2610,WBJDF,57.0,1.0,2.0,3.0,2.0,6.0,0.76
2612,WBJDF,47.0,1.0,2.0,3.0,1.0,4.0,0.8
2613,WBJDF,35.0,1.0,1.0,3.0,1.0,4.0,0.78
2616,WBJDF,58.0,2.0,2.0,1.0,2.0,7.0,0.75
2620,WBJDF,51.0,2.0,2.0,3.0,2.0,6.0,0.9
2621,WBJDF,25.0,2.0,2.0,1.0,1.0,5.0,0.74
2624,WBJDF,26.0,1.0,1.0,3.0,2.0,5.0,0.84
2625,WBJDF,28.0,2.0,1.0,1.0,1.0,4.0,0.82
2643,WBJDF,38.0,2.0,1.0,1.0,1.0,6.0,0.74
2649,WBJDF,39.0,1.0,2.0,1.0,2.0,7.0,0.83
2653,WBJDF,59.0,1.0,2.0,2.0,2.0,7.0,0.79
2664,WBJDF,38.0,2.0,1.0,2.0,1.0,5.0,0.78
2670,WBJDF,55.0,1.0,2.0,2.0,1.0,7.0,0.81
2671,WBJDF,18.0,2.0,1.0,1.0,1.0,6.0,0.86
2674,WBJDF,55.0,2.0,2.0,2.0,2.0,7.0,0.86
2675,WBJDF,53.0,1.0,1.0,2.0,1.0,5.0,0.78
2680,WBJDF,48.0,2.0,1.0,1.0,1.0,7.0,0.89
2681,WBJDF,33.0,1.0,2.0,2.0,1.0,4.0,0.8
2695,WBJDF,39.0,1.0,2.0,1.0,1.0,6.0,0.75
2709,WBJDF,51.0,2.0,1.0,2.0,2.0,5.0,0.84
2710,WBJDF,58.0,1.0,1.0,1.0,1.0,6.0,0.78
2712,WBJDF,33.0,1.0,1.0,3.0,1.0,4.0,0.86
2719,WBJDF,53.0,1.0,1.0,1.0,1.0,4.0,0.83
2723,WBJDF,40.0,1.0,1.0,2.0,2.0,5.0,0.89
2734,WBJDF,57.0,2.0,1.0,3.0,1.0,5.0,0.73
2739,WBJDF,25.0,1.0,2.0,3.0,1.0,7.0,0.79
2741,WBJDF,56.0,1.0,2.0,1.0,1.0,4.0,0.73
2745,WBJDF,45.0,2.0,1.0,2.0,1.0,4.0,0.74
2746,WBJDF,24.0,2.0,1.0,1.0,2.0,4.0,0.9
2747,WBJDF,37.0,1.0,2.0,2.0,2.0,6.0,0.72
2748,WBJDF,46.0,2.0,2.0,3.0,1.0,6.0,0.73
2753,WBJDF,48.0,1.0,1.0,1.0,2.0,7.0,0.89
2754,WBJDF,24.0,1.0,1.0,1.0,1.0,6.0,0.71
2758,WBJDF,36.0,2.0,1.0,1.0,1.0,4.0,0.73
2761,WBJDF,48.0,2.0,2.0,3.0,1.0,6.0,0.78
2764,WBJDF,47.0,1.0,1.0,1.0,1.0,5.0,0.76
2768,WBJDF,45.0,2.0,1.0,1.0,2.0,7.0,0.79
2771,WBJDF,47.0,2.0,1.0,1.0,2.0,6.0,0.72
2775,WBJDF,44.0,2.0,2.0,1.0,2.0,7.0,0.8
2779,WBJDF,35.0,2.0,1.0,1.0,2.0,4.0,0.9
2780,WBJDF,30.0,1.0,1.0,3.0,1.0,4.0,0.78
2785,WBJDF,33.0,1.0,2.0,1.0,2.0,6.0,0.73
2789,WBJDF,58.0,2.0,1.0,1.0,1.0,4.0,0.77
2796,WBJDF,52.0,2.0,2.0,2.0,2.0,6.0,0.86
2808,WBJDF,26.0,2.0,1.0,2.0,2.0,4.0,0.86
2811,WBJDF,24.0,2.0,2.0,2.0,2.0,4.0,0.86
2816,WBJDF,46.0,1.0,1.0,1.0,2.0,7.0,0.75
2817,WBJDF,46.0,2.0,1.0,3.0,1.0,5.0,0.86
2818,WBJDF,56.0,2.0,2.0,1.0,2.0,4.0,0.89
2823,WBJDF,24.0,2.0,2.0,2.0,2.0,4.0,0.7
2825,WBJDF,23.0,2.0,2.0,3.0,2.0,4.0,0.84
2827,WBJDF,38.0,2.0,2.0,3.0,2.0,4.0,0.8
2830,WBJDF,38.0,1.0,1.0,1.0,1.0,4.0,0.79
2834,WBJDF,57.0,1.0,2.0,1.0,1.0,6.0,0.74
2835,WBJDF,46.0,2.0,2.0,1.0,2.0,6.0,0.88
2839,WBJDF,50.0,2.0,1.0,1.0,2.0,6.0,0.8
2840,WBJDF,30.0,2.0,2.0,3.0,2.0,7.0,0.76
2844,WBJDF,31.0,1.0,1.0,2.0,2.0,6.0,0.81
2850,WBJDF,50.0,1.0,1.0,2.0,2.0,5.0,0.88
2861,WBJDF,45.0,1.0,2.0,2.0,1.0,6.0,0.8
2866,WBJDF,34.0,1.0,2.0,1.0,2.0,5.0,0.74
2867,WBJDF,56.0,1.0,1.0,1.0,1.0,5.0,0.82
2868,WBJDF,44.0,2.0,2.0,3.0,1.0,6.0,0.83
2869,WBJDF,43.0,1.0,1.0,1.0,2.0,5.0,0.73
2871,WBJDF,25.0,2.0,1.0,2.0,1.0,6.0,0.72
2876,WBJDF,21.0,1.0,2.0,3.0,1.0,5.0,0.73
2877,WBJDF,49.0,1.0,1.0,1.0,2.0,4.0,0.87
2878,WBJDF,21.0,1.0,2.0,2.0,1.0,5.0,0.79
2882,WBJDF,38.0,1.0,1.0,1.0,2.0,6.0,0.86
2883,WBJDF,21.0,1.0,1.0,3.0,1.0,6.0,0.78
2887,WBJDF,45.0,2.0,2.0,2.0,2.0,7.0,0.89
2889,WBJDF,36.0,2.0,2.0,3.0,2.0,4.0,0.73
2891,WBJDF,26.0,2.0,2.0,3.0,1.0,6.0,0.79
2895,WBJDF,19.0,2.0,2.0,2.0,1.0,7.0,0.88
2898,WBJDF,33.0,1.0,2.0,2.0,1.0,5.0,0.8
2902,WBJDF,27.0,1.0,1.0,2.0,2.0,4.0,0.76
2916,WBJDF,55.0,2.0,2.0,1.0,2.0,4.0,0.8
2918,WBJDF,32.0,2.0,1.0,2.0,2.0,6.0,0.74
2922,WBJDF,27.0,1.0,1.0,3.0,2.0,7.0,0.83
2925,WBJDF,29.0,1.0,2.0,3.0,2.0,4.0,0.73
2929,WBJDF,21.0,1.0,2.0,3.0,2.0,6.0,0.84
2930,WBJDF,36.0,2.0,2.0,2.0,1.0,5.0,0.88
2931,WBJDF,48.0,1.0,2.0,1.0,2.0,7.0,0.71
2935,WBJDF,56.0,2.0,1.0,1.0,1.0,5.0,0.79
2936,WBJDF,51.0,2.0,1.0,3.0,2.0,7.0,0.85
2937,WBJDF,19.0,2.0,1.0,1.0,2.0,6.0,0.89
2946,WBJDF,54.0,1.0,2.0,1.0,1.0,4.0,0.89
2950,WBJDF,23.0,1.0,1.0,3.0,1.0,5.0,0.89
2954,WBJDF,35.0,2.0,1.0,3.0,2.0,4.0,0.86
2959,WBJDF,20.0,1.0,2.0,1.0,1.0,5.0,0.76
2961,WBJDF,50.0,1.0,1.0,1.0,1.0,7.0,0.83
2965,WBJDF,57.0,1.0,1.0,1.0,1.0,5.0,0.83
2975,WBJDF,34.0,1.0,1.0,3.0,2.0,6.0,0.71
2976,WBJDF,58.0,2.0,2.0,2.0,1.0,5.0,0.78
2983,WBJDF,50.0,2.0,2.0,1.0,2.0,5.0,0.75
2985,WBJDF,30.0,2.0,1.0,1.0,2.0,5.0,0.81
2989,WBJDF,34.0,2.0,2.0,1.0,1.0,5.0,0.71
2998,WBJDF,38.0,2.0,2.0,1.0,1.0,7.0,0.75
2999,WBJDF,54.0,1.0,1.0,2.0,2.0,4.0,0.8
3002,WBJDF,49.0,2.0,1.0,2.0,1.0,7.0,0.83
3003,WBJDF,50.0,1.0,2.0,3.0,1.0,6.0,0.86
